id,movieName,movieSummary,rating,castAndCrew
1,Badla,"Badla (transl.?Revenge) is a 2019 Indian Hindi language mystery thriller film[2] directed by Sujoy Ghosh and starring Amitabh Bachchan and Taapsee Pannu. Amrita Singh, Tony Luke, Manav Kaul and Tanveer Ghani appear in supporting roles. The film is produced by Red Chillies Entertainment and Azure Entertainment and is an official adaptation of the 2017 Spanish film The Invisible Guest.[6][7] The story follows an interview between a lawyer and a businesswoman, in which the latter insists that she is wrongfully framed for the murder of her lover.",3.5,"Amitabh Bachchan as Badal Gupta
Taapsee Pannu as Naina Sethi
Amrita Singh[12] as Rani Kaur
Tony Luke as Arjun Joseph [13][14]"
